Gareth,Bale,93,65,77,65,88,87,86,89,87,85,15,15,11,5,6,82,59,79,80,90,51,76,86,87,86,91,52,95,55,78,80,79,76
JÈrÙme,Boateng,74,83,58,54,73,69,56,67,34,31,7,12,15,6,5,87,85,76,80,58,91,46,47,84,75,79,91,83,94,75,91,76,53
Robert,Lewandowski,79,80,78,79,87,62,77,85,91,68,15,6,12,8,10,85,39,84,65,82,25,78,89,88,83,86,19,82,42,79,84,78,86
Peter,Schmeichel,53,51,49,47,41,46,34,32,41,35,88,82,83,85,93,56,38,77,43,28,21,44,34,88,54,47,29,46,24,72,78,41,31
Emilio,ButragueÒo Santos,92,51,86,88,85,74,79,87,94,77,6,14,13,11,12,81,45,81,62,81,21,85,90,91,83,84,30,91,33,82,60,83,87
David,De Gea Quintana,56,38,57,43,31,17,21,13,13,19,88,85,87,85,90,21,30,67,32,12,13,40,12,88,31,31,13,56,21,25,64,68,13
Ruud,Gullit,85,67,78,83,87,87,91,86,80,93,6,14,13,13,12,85,77,82,89,84,79,85,84,90,89,86,77,87,80,88,86,90,86
George,Best,91,56,90,90,93,81,79,96,93,71,7,6,6,5,8,85,63,77,81,86,57,85,87,83,82,86,49,89,53,83,64,84,87
Alan,Shearer,81,78,71,71,79,77,81,74,92,86,5,6,10,9,9,92,44,88,63,82,21,94,90,85,82,91,55,75,67,84,85,76,90
Ryan,Giggs,91,60,81,78,87,92,92,92,78,84,10,5,7,5,5,60,47,63,88,76,26,90,82,76,86,76,51,89,43,84,62,83,82
Paul,Scholes,69,88,70,86,87,86,76,73,79,67,7,12,5,15,8,76,83,76,94,90,62,79,87,86,91,92,42,69,57,89,71,94,86
Marcel,Desailly,81,92,61,60,73,45,49,62,38,41,7,14,5,8,11,88,88,83,71,59,90,55,51,84,72,73,85,82,87,80,91,72,51
Fabio,Cannavaro,69,71,81,82,67,52,63,57,27,34,11,6,14,13,13,90,88,93,61,49,93,54,36,89,67,55,86,77,93,74,87,46,39
Pavel,Nedv?d,85,87,81,78,88,84,81,88,77,83,9,12,14,9,6,51,25,73,82,91,48,83,85,86,88,87,55,82,54,90,73,85,80
Edwin,van der Sar,40,14,42,45,22,14,12,9,8,11,84,86,80,92,87,12,31,75,27,11,8,24,12,77,27,29,8,41,8,36,77,30,12
Sergio,Ag¸ero,92,57,86,90,89,70,82,89,90,72,13,15,6,11,14,68,24,80,63,84,13,83,91,88,79,87,12,86,20,74,73,83,85
Sergio,Ramos GarcÌa,77,84,80,60,83,66,73,61,60,67,11,8,9,7,11,86,88,92,70,55,85,68,52,82,76,79,90,78,89,84,81,63,66
Fernando,Hierro Ruiz,70,73,54,61,71,66,55,76,54,60,15,8,6,6,11,92,91,91,88,77,89,70,66,84,74,82,85,70,88,78,88,60,77
George,Weah,93,63,87,80,84,70,73,86,90,91,9,13,8,15,10,84,61,89,60,81,30,87,83,85,79,89,30,93,39,86,84,89,82
Thiago Emiliano,da Silva,72,77,75,68,80,60,61,68,38,73,9,12,5,9,10,82,91,93,81,71,90,71,59,84,79,78,89,76,91,74,81,74,63
Gheorghe,Hagi,84,55,81,74,88,90,86,86,83,92,11,15,12,6,7,55,44,77,88,88,34,91,85,85,88,83,41,84,46,83,60,88,84
Mesut,÷zil,77,54,84,70,90,80,84,86,75,79,6,14,10,6,14,54,24,52,84,76,22,67,84,87,89,70,19,68,16,68,56,93,77
Luka,Modri?,77,62,93,94,92,78,79,86,71,77,13,9,7,14,9,55,76,67,83,82,66,80,79,88,92,73,73,71,80,83,58,90,74
Bobby,Moore,72,81,83,81,82,71,71,65,53,65,15,15,12,12,9,86,92,84,86,67,91,74,61,89,82,76,89,70,90,92,81,82,63
Thibaut,Courtois,46,23,61,45,23,14,19,13,14,11,84,91,69,86,89,13,15,68,31,17,11,27,13,81,32,36,16,52,18,38,70,44,12
Gary,Lineker,88,65,81,79,83,60,61,78,92,63,10,6,14,14,12,84,39,78,62,79,16,83,91,91,78,83,18,84,19,83,74,72,87
Michael,Laudrup,86,42,89,73,87,87,83,92,71,78,10,14,7,7,14,69,37,65,81,69,30,80,84,86,88,76,28,84,38,78,65,91,75
Laurent,Blanc,79,84,74,72,84,56,62,75,61,70,12,14,14,10,8,83,88,79,81,58,91,91,60,85,79,76,87,81,92,90,82,58,68
David,Seaman,50,30,37,40,24,11,18,9,8,19,78,90,93,88,85,9,16,57,21,9,8,20,13,81,22,21,9,54,8,33,82,20,8
AndrÈs,Iniesta Luj·n,74,58,82,86,93,79,80,90,73,70,6,13,6,13,7,54,68,54,86,74,57,71,85,88,92,65,56,73,57,64,59,94,74
Roy,Keane,69,95,72,77,84,67,68,75,62,71,8,14,12,14,14,75,89,79,85,81,84,70,78,88,89,81,82,72,90,92,89,82,66
Jens,Lehmann,59,78,43,41,22,11,8,9,10,10,86,85,82,88,85,33,23,72,13,16,9,26,13,86,27,44,8,54,9,39,82,18,17
CÈsar Costa,Rui Manuel,81,51,81,80,89,86,86,85,75,91,15,5,5,10,6,48,64,79,85,84,32,84,86,85,86,85,41,86,40,86,81,88,82
Roberto Carlos,Da Silva Junior,93,83,74,85,85,86,91,75,74,93,8,12,10,13,11,74,87,83,82,90,79,79,66,87,85,94,86,90,84,88,84,80,76
Javier,Zanetti,84,84,75,90,91,87,60,81,62,50,7,7,9,9,9,76,86,49,88,50,84,69,80,90,89,75,86,87,88,90,77,82,60
Gianluigi,Buffon,49,38,55,49,28,13,20,26,15,13,87,88,68,90,84,13,28,75,35,13,10,22,12,80,37,39,11,43,11,39,69,50,17
Patrick,Vieira,86,94,74,71,85,62,65,83,70,56,10,9,7,15,15,80,91,81,84,68,82,73,77,87,86,75,82,82,88,89,91,88,62
Robert,PirËs,85,46,80,81,89,86,87,86,77,82,6,6,11,14,10,51,46,79,82,81,32,81,85,82,88,79,24,86,28,77,60,88,78
Michael,Owen,90,56,84,84,84,66,71,88,90,65,7,15,10,10,8,79,20,82,47,74,11,82,90,90,73,84,10,89,21,78,58,72,88
Jari,Litmanen,81,22,78,72,86,76,84,79,89,79,13,8,13,15,7,72,42,63,75,86,26,87,94,88,88,82,20,83,23,87,69,86,90
Patrick,Kluivert,86,76,76,75,85,67,73,81,87,78,14,10,9,13,15,88,39,90,78,80,38,85,90,88,86,89,41,86,29,81,82,84,82
Marc,Overmars,96,57,89,92,85,83,83,89,76,67,11,9,13,7,11,54,44,62,66,86,52,69,88,93,78,83,32,93,46,90,58,81,78
Rio,Ferdinand,79,86,63,53,76,54,54,61,45,32,13,10,6,10,6,85,91,81,77,35,89,61,46,86,78,65,87,83,92,79,89,57,57
Juan Sebasti·n,VerÛn,72,89,70,70,91,82,85,83,73,86,6,8,6,7,10,69,83,66,87,91,78,91,84,86,91,95,67,71,70,84,79,88,74
Andriy,Shevchenko,81,62,79,78,85,63,90,85,88,90,14,6,7,13,5,80,38,78,65,84,24,86,87,86,71,89,22,86,27,74,77,76,86
Petr,?ech,45,17,49,34,22,19,13,12,12,19,83,90,77,85,85,19,23,51,33,11,11,23,13,86,35,21,12,52,13,32,65,17,17
KÈpler Laveran,Lima Ferreira,65,94,63,49,58,46,44,58,46,47,8,15,5,9,10,82,88,76,61,56,88,57,40,84,67,63,90,75,89,64,84,48,23
Philipp,Lahm,69,58,82,93,86,84,77,82,47,59,11,12,5,14,5,63,93,72,79,65,86,71,69,91,86,57,95,68,87,79,59,82,66
Giorgio,Chiellini,69,90,61,69,55,56,60,56,33,31,3,3,2,4,3,80,88,89,55,49,92,50,28,78,55,78,90,78,92,69,91,50,45
Gonzalo,HiguaÌn,78,50,74,60,85,68,69,84,91,62,5,12,7,5,10,80,20,75,58,82,12,70,92,86,72,85,18,82,22,73,85,70,86
Hugo,Lloris,65,31,55,54,34,13,11,10,10,10,87,87,68,82,90,10,27,74,31,14,12,40,10,84,27,23,18,63,10,41,43,30,11
Diego,GodÌn,62,86,63,58,76,55,49,53,42,51,6,8,15,5,15,92,88,89,70,43,87,50,48,85,79,67,89,67,86,69,80,52,47
Toni,Kroos,55,60,70,62,85,84,84,78,75,83,10,11,13,7,10,54,77,34,93,88,63,73,76,85,89,87,65,37,75,78,74,88,82
Eden,Hazard,93,54,92,90,90,80,82,93,80,79,11,12,6,8,8,57,41,59,78,82,25,86,84,85,82,79,22,87,27,74,63,86,79
Marco,Reus,89,47,87,82,85,83,90,86,83,84,12,12,13,13,11,51,50,70,79,85,30,84,86,87,86,87,46,91,36,72,64,84,88
Kevin,De Bruyne,76,68,78,75,86,90,78,85,82,77,15,13,5,10,13,53,52,65,82,85,30,77,83,87,88,84,40,78,39,85,73,88,82
Antoine,Griezmann,87,69,90,80,86,82,84,87,88,75,14,8,14,13,14,80,35,83,75,82,23,71,91,90,79,81,11,86,22,75,61,76,87
Paul,Pogba,75,72,79,61,90,78,82,89,71,82,5,6,2,4,3,72,70,85,82,90,68,76,84,86,86,90,78,79,74,91,91,86,84
Frank,Rijkaard,69,78,47,54,78,73,51,65,63,59,6,11,14,10,15,84,89,72,83,61,86,77,73,85,85,85,86,70,88,84,88,78,58
Davor,äuker,80,77,82,84,85,71,71,87,88,70,6,11,15,9,9,88,61,83,75,84,64,89,85,83,86,84,62,81,67,77,74,82,81
Brian,Laudrup,88,42,85,71,88,72,78,90,84,76,10,8,8,14,11,71,22,65,77,81,19,80,85,87,84,83,20,87,27,81,67,84,74
Jay-Jay,Okocha,87,41,91,88,90,76,80,92,74,83,9,15,12,9,13,62,46,54,77,86,23,84,78,67,82,87,23,82,34,64,62,87,81
Christian,Vieri,84,83,62,66,79,55,57,82,90,58,6,5,9,11,8,90,16,83,68,82,16,90,83,77,77,87,14,82,22,76,87,46,81
Filippo,Inzaghi,87,43,77,61,82,35,56,75,95,32,14,10,11,10,7,84,15,74,34,67,11,84,94,93,65,75,19,83,13,61,55,47,89
Gianfranco,Zola,88,62,85,88,90,82,90,90,85,88,15,14,14,7,8,58,22,55,83,81,31,84,87,87,87,75,20,82,35,74,57,79,78
Emmanuel,Petit,78,92,79,73,84,72,73,72,70,71,8,12,13,14,11,78,87,78,83,89,82,64,81,84,86,89,83,76,87,92,87,77,76
Gennaro,Gattuso,71,96,64,82,74,52,39,55,45,35,8,7,8,11,5,45,92,54,83,53,88,59,64,91,87,75,84,61,92,93,94,75,58
Hern·n,Crespo,86,47,87,82,80,77,70,78,88,60,13,10,10,13,14,90,20,85,52,81,17,88,86,82,65,86,16,88,19,77,73,81,87
Arjen,Robben,87,47,89,91,89,80,86,91,84,83,10,8,11,5,15,51,39,61,71,88,29,80,85,87,84,86,26,86,26,68,65,83,86
VÌtor Manuel,Martins BaÌa,64,35,70,66,34,23,12,32,33,30,90,88,80,83,88,30,25,85,36,18,12,31,15,92,34,30,20,60,26,42,75,17,37
Henrik,Larsson,87,70,89,80,84,66,69,84,89,77,13,12,7,10,11,86,39,82,66,79,43,78,88,85,73,82,34,82,36,79,58,83,83
Anderson Luis,de Souza,86,65,86,73,91,83,86,88,76,84,14,6,9,14,11,62,32,42,89,85,32,78,83,85,92,75,36,81,45,82,65,90,75
Pedro Miguel,Carreiro Resendes,84,61,74,70,76,72,72,80,89,84,13,10,8,10,5,88,45,85,45,81,20,87,84,85,79,85,11,81,20,73,74,77,89
Luis,Hern·ndez,93,61,90,82,83,69,75,89,91,81,8,12,12,13,14,91,35,89,72,83,41,88,88,83,74,82,52,91,47,82,61,73,83
Samir,Handanovi?,54,25,42,36,24,12,12,18,10,14,86,89,69,86,86,10,22,78,34,19,17,23,12,83,36,22,13,57,10,41,71,41,12
Karim,Benzema,79,65,77,60,87,75,79,83,88,73,13,11,5,5,7,78,22,70,47,78,13,82,87,83,86,83,12,82,15,74,78,85,79
Andreas,Brehme,91,81,66,77,82,94,88,73,42,81,6,12,14,9,8,76,91,81,82,87,85,97,62,78,74,92,88,88,88,91,85,82,61
David JosuÈ,Jimenez Silva,72,51,92,88,90,85,83,85,70,77,1,1,1,1,1,54,41,66,78,74,23,77,81,84,91,71,29,65,30,68,56,92,80
Ivan,Rakiti?,67,67,71,66,87,81,88,84,83,84,14,11,12,5,9,49,69,51,92,88,52,78,80,79,87,84,53,65,65,76,63,87,80
Mats,Hummels,62,67,64,58,77,64,65,68,55,53,15,6,10,5,6,90,90,68,82,51,85,68,56,85,77,71,86,65,91,67,86,79,60
Arturo,Vidal,79,91,75,77,83,76,76,76,77,68,4,2,4,2,4,81,89,82,82,85,76,84,80,89,84,84,84,76,89,93,77,80,78
√Ångel,Di MarÌa,86,76,90,79,87,90,83,87,75,72,10,7,11,12,11,53,38,72,82,79,37,73,83,81,83,87,56,88,59,78,64,85,77
Leonardo,Bonucci,64,82,60,54,75,44,56,68,37,61,2,2,3,2,4,84,90,85,83,65,84,70,38,84,75,74,88,74,88,73,85,74,55
Alexis,S·nchez,88,80,90,87,86,80,78,89,83,78,10,10,15,12,13,65,42,85,73,80,30,77,85,84,80,82,35,84,39,85,66,82,78
Sergio,Busquets Burgos,53,86,58,55,82,62,66,74,60,68,5,8,13,9,13,68,87,66,79,54,83,60,77,83,89,61,80,33,86,88,77,85,44
Thomas,M¸ller,76,57,77,72,82,74,81,75,89,59,6,7,11,14,14,82,58,81,68,80,31,60,96,92,81,77,44,79,41,90,68,81,83
David,Alaba,86,69,83,77,84,82,78,82,63,83,5,7,14,15,9,76,86,82,80,83,82,80,77,84,84,83,84,86,84,88,67,78,68
James,RodrÌguez,77,65,82,73,85,88,87,87,82,86,15,15,15,5,14,62,55,54,80,91,25,81,83,84,84,86,30,75,42,68,70,88,91
Jan,Oblak,43,44,67,49,16,13,13,12,11,14,83,90,77,87,82,15,19,76,26,12,14,11,11,84,29,22,18,60,12,41,78,55,13
Paulo Jorge,dos Santos Futre,88,43,94,91,91,83,77,94,81,84,7,9,10,8,7,73,21,56,72,80,21,94,81,82,82,76,26,81,24,69,53,71,81
Oliver,Bierhoff,74,52,60,65,77,51,67,73,89,45,10,9,10,7,14,93,25,85,45,73,25,66,88,87,77,83,26,78,24,69,84,62,84
Robbie,Fowler,85,69,82,86,80,65,73,81,84,79,5,12,6,7,9,88,66,80,64,81,27,85,84,86,75,84,32,81,48,81,75,81,82
Gary,Neville,79,87,71,80,64,87,56,44,31,33,12,9,5,6,11,75,87,71,71,28,83,32,45,86,78,47,86,81,85,88,76,70,55
Sol,Campbell,78,84,50,50,55,40,19,40,28,15,11,7,12,5,9,91,83,81,64,26,88,37,41,82,74,62,87,78,82,76,93,51,23
Teddy,Sheringham,77,52,54,59,76,72,65,75,87,74,7,15,14,11,7,87,41,86,68,83,34,86,86,86,72,88,38,79,31,82,74,68,85
Ole Gunnar,SolskjÊr,85,52,76,74,85,70,84,80,90,60,7,7,11,11,15,83,36,67,69,84,48,79,90,86,72,81,42,82,45,73,63,80,85
Jamie,Carragher,61,89,48,57,57,45,38,41,35,41,16,14,9,15,16,84,86,73,63,41,89,49,37,84,65,55,90,66,88,89,86,60,38
Freddie,Ljungberg,84,66,80,73,84,79,79,84,85,78,6,5,12,7,7,58,34,68,75,78,36,71,87,87,84,79,31,85,39,86,73,79,66
Landon,Donovan,86,66,82,79,85,83,77,82,87,71,10,7,9,8,15,57,42,64,74,81,41,86,87,87,85,82,32,87,43,84,59,83,80
Alexi,Lalas,78,82,50,50,66,65,52,61,35,56,13,5,7,11,7,88,83,81,71,74,86,85,41,82,79,82,85,78,81,76,93,77,38
Andrea,Barzagli,69,74,60,64,65,40,50,60,27,31,4,2,4,2,4,76,92,85,65,39,90,60,28,82,65,54,90,79,90,66,87,58,35
Vincent,Kompany,68,81,60,42,68,61,61,64,45,52,10,9,5,8,6,84,78,73,66,55,86,63,41,84,65,76,87,69,90,68,88,59,46
Santiago,Cazorla Gonz·lez,77,64,85,91,87,85,86,86,77,78,6,9,5,7,15,58,55,71,84,82,56,80,82,85,86,78,48,66,62,72,60,85,72
Gerard,PiquÈ Bernabeu,54,68,58,44,76,57,58,59,64,43,10,11,14,15,8,82,88,74,80,51,86,69,58,81,83,62,84,67,87,69,83,62,57
Franck,RibÈry,85,52,90,91,90,81,83,90,76,81,15,6,9,7,10,41,36,50,75,73,13,80,81,86,86,76,26,79,25,64,60,86,80
Francesc,F‡bregas i Soler,65,45,65,77,87,86,77,80,76,81,6,10,8,15,15,74,50,68,91,75,62,80,80,83,92,77,62,62,63,80,64,91,81
Jo„o Miranda,de Souza Filho,74,83,62,58,67,48,32,62,43,39,12,6,10,13,12,84,88,82,65,41,89,49,43,82,65,70,89,76,90,65,81,53,51
Blaise,Matuidi,79,85,77,79,79,75,65,73,65,52,8,11,5,10,14,73,87,83,79,66,83,56,70,86,84,74,83,79,85,94,78,77,72
Claudio,Marchisio,77,78,81,76,85,76,78,82,65,78,4,3,4,2,4,68,82,67,85,82,72,78,82,86,87,82,78,77,78,82,72,84,76
Marcelo,Vieira da Silva,77,84,77,82,87,87,80,83,67,67,12,5,5,5,9,70,83,77,76,66,80,59,69,85,81,83,87,80,84,82,77,75,54
Dimitri,Payet,79,57,78,80,90,87,90,88,76,91,11,15,9,14,12,59,42,48,85,83,29,76,80,76,87,78,45,75,48,74,76,88,79
Frank,De Boer,65,79,60,61,74,72,86,59,51,84,5,12,5,5,15,85,94,78,87,63,86,81,61,90,80,79,88,66,87,84,74,74,45
Pierre-Emerick,Aubameyang,95,45,80,66,81,77,78,81,88,74,6,9,15,9,9,78,48,76,64,78,28,84,87,86,77,79,36,96,25,79,77,77,84
Jordi,Alba Ramos,93,75,90,86,84,83,77,80,73,64,13,15,13,6,13,63,83,81,70,66,81,59,77,82,79,64,83,93,84,90,66,68,60
Bernd,Leno,46,28,52,44,22,9,9,16,9,8,85,86,80,86,83,13,22,73,33,14,8,23,7,81,37,23,18,52,15,43,68,53,10
Stefan,Effenberg,75,82,74,68,84,73,76,79,78,73,14,12,6,8,10,77,86,72,84,86,59,90,79,88,87,87,78,74,79,89,85,85,77
Carlos,Valderrama,67,33,80,71,90,76,79,88,71,74,12,13,7,5,8,48,21,30,86,71,13,83,83,77,88,70,15,68,12,58,51,91,69
Javier,Mascherano,67,89,71,78,82,63,63,58,42,50,6,10,8,5,5,68,92,75,75,55,84,60,51,83,79,76,85,65,87,86,74,68,51
Daniel,Alves da Silva,84,85,81,80,85,80,77,81,60,74,5,11,9,6,7,71,83,78,76,77,70,70,63,82,80,87,86,89,83,78,57,67,68
Steve,Mandanda,53,37,52,36,12,14,13,11,13,12,86,80,79,81,85,13,23,74,28,11,10,11,11,81,31,24,13,43,12,31,61,51,13
Filipe LuÌs,Kasmirski,77,81,74,60,81,84,74,77,59,75,11,15,9,9,5,68,82,62,77,60,85,65,71,83,78,71,86,83,83,91,74,70,56
Laurent,Koscielny,79,90,70,62,67,54,22,62,32,49,13,11,9,11,7,84,85,86,67,47,83,51,31,78,75,54,85,78,87,73,75,56,35
StÈphane,Ruffier,45,31,51,55,15,11,17,12,11,12,82,83,77,83,87,12,25,72,34,11,11,25,12,77,33,21,11,50,12,37,76,49,13
Marek,Hamöik,75,56,76,63,86,78,80,83,78,72,8,6,4,14,14,74,68,72,81,79,56,70,84,85,87,76,56,77,69,79,69,86,79
Claudio,Bravo,58,40,64,64,15,12,25,13,13,60,83,85,87,78,85,18,23,81,31,21,11,23,15,80,32,22,19,54,18,44,70,71,11
Edinson,Cavani,74,82,82,59,79,70,75,80,84,74,12,5,13,13,10,88,48,88,50,78,24,82,87,84,75,85,27,78,45,90,74,77,84
Diego,da Silva Costa,73,93,58,52,82,63,58,79,88,59,11,13,12,8,11,82,40,60,48,69,28,76,88,84,65,83,34,76,39,85,91,74,81
Miralem,Pjani?,74,62,78,78,89,80,86,83,70,91,7,7,13,7,8,60,68,61,85,84,58,79,76,84,89,79,64,74,68,79,65,88,71
Willian,Borges da Silva,92,44,87,82,86,75,80,87,75,85,14,12,13,7,13,29,55,46,77,80,43,60,78,81,82,71,51,86,62,86,61,83,59
Toby,Alderweireld,63,79,60,49,70,64,63,61,45,69,16,6,14,16,14,82,86,82,81,66,85,60,56,84,77,86,83,69,88,75,81,60,38
Nicol·s,Gait·n,85,57,89,81,86,86,88,87,73,72,8,11,9,7,5,54,40,68,78,74,30,71,79,84,84,72,43,80,42,71,50,85,81
?lkay,G¸ndo?an,77,68,85,83,88,74,81,87,67,74,11,14,5,5,13,49,79,62,83,74,57,76,77,87,90,77,64,74,64,73,74,87,75
Philippe,Coutinho Correia,89,35,91,91,88,74,84,87,70,74,12,7,9,14,6,47,30,59,78,80,24,64,76,75,85,79,35,77,38,73,56,87,75
Javier,Pastore,72,65,85,58,87,78,83,89,75,69,14,9,6,10,12,63,69,49,83,78,49,75,81,84,87,78,51,75,59,75,68,88,78
Nicol·s,Otamendi,68,85,71,62,60,52,50,41,53,39,12,5,8,11,12,86,86,90,66,56,83,44,49,79,64,69,86,75,86,78,82,45,56
Henrikh,Mkhitaryan,84,69,88,83,89,80,83,86,73,64,5,11,14,5,7,53,68,72,73,75,49,72,83,83,85,87,55,82,53,85,63,85,81
Keylor,Navas,61,32,70,60,19,11,11,16,15,15,87,82,72,80,85,11,20,84,37,13,12,25,16,82,30,21,14,52,14,41,65,54,11
Alexandre,Lacazette,84,70,87,84,83,70,74,85,86,73,11,6,9,5,6,76,40,78,68,74,23,82,86,84,80,81,30,87,29,80,77,77,82
Marco,Verratti,72,89,87,94,85,72,73,88,52,64,12,12,15,15,10,55,83,64,87,58,78,64,71,87,90,66,74,64,82,77,56,84,64
Riyad,Mahrez,86,39,92,80,88,83,78,89,80,70,15,9,13,11,6,45,38,59,76,74,25,71,81,75,80,76,21,79,27,76,57,83,71
Paulo,Dybala,91,48,91,85,91,78,86,90,89,82,5,4,4,5,8,64,24,75,58,86,14,82,85,82,78,80,20,85,20,81,65,79,82
John,Terry,33,80,44,46,60,42,44,45,46,31,14,5,6,15,8,90,86,80,64,33,86,52,38,84,66,61,84,34,86,67,86,59,55
Yaya,TourÈ,69,78,60,55,82,67,80,79,82,85,13,14,6,12,8,74,60,65,83,85,63,85,80,82,86,86,75,78,76,80,91,85,68
JosÈ Manuel,Reina P·ez,50,32,50,60,23,11,11,10,14,11,80,85,82,84,83,13,22,73,22,15,12,24,13,82,19,24,24,63,22,34,72,65,11
Xabier,Alonso Olano,32,78,54,67,83,79,82,75,56,84,7,8,10,10,10,72,86,46,92,82,70,80,77,82,91,83,71,33,77,63,74,87,71
Wayne,Rooney,69,89,77,77,83,78,84,77,84,84,10,11,13,8,7,76,54,81,85,84,48,81,85,83,79,86,37,73,54,87,84,83,85
Aritz,Aduriz Zubeldia,69,82,53,57,80,54,61,79,85,54,14,10,9,15,9,94,23,93,52,80,46,75,86,85,71,83,49,71,44,66,82,73,84
Arda,Turan,78,80,86,77,88,82,81,87,72,64,11,7,11,12,11,70,61,79,81,77,54,73,82,81,85,73,65,68,63,74,70,86,80
Joe,Hart,59,28,50,32,20,14,17,23,14,13,84,81,75,82,87,10,25,72,35,19,14,68,14,77,32,65,13,60,14,28,61,42,19
Hatem,Ben Arfa,84,67,85,79,86,78,80,91,82,75,12,8,9,13,12,65,40,77,78,82,33,87,74,75,79,83,23,80,43,75,75,81,75
Ezequiel,Garay,50,74,57,38,73,62,55,62,48,74,14,6,13,13,14,86,87,71,75,60,88,66,49,77,72,76,82,54,87,80,85,63,46
Daniel,Sturridge,88,60,78,64,81,62,62,84,85,68,7,15,9,5,13,73,22,74,62,83,15,75,84,82,75,83,12,89,24,72,73,74,76
Ronaldo,Aparecido Rodrigues,67,73,53,42,68,45,52,60,57,76,14,10,14,8,14,93,88,43,70,82,83,60,53,83,74,92,85,76,86,62,84,59,60
Sokratis,Papastathopoulos,72,85,63,67,58,47,37,58,44,35,6,8,5,12,5,84,78,83,61,44,87,38,50,79,64,79,86,83,88,74,86,52,46
Jonas,GonÁalves Oliveira,73,61,82,67,88,74,85,84,87,77,12,11,7,8,5,82,34,69,73,84,23,83,87,85,78,80,25,71,36,74,61,83,85
Javier,MartÌnez Aginaga,49,87,54,58,71,60,61,62,55,45,5,12,9,11,8,86,84,70,76,63,80,52,57,82,76,76,87,54,86,62,84,74,61
Yann,Sommer,48,38,55,58,25,13,12,15,13,13,83,82,85,80,85,10,21,69,31,12,11,24,15,80,40,23,12,54,19,45,68,58,8
Rui Pedro,dos Santos PatrÌcio,53,39,61,54,23,12,10,20,12,16,85,81,80,82,83,11,22,79,30,11,13,32,13,80,31,38,11,57,13,45,77,63,17
Juan Manuel,Mata GarcÌa,75,52,89,89,86,83,83,83,77,83,9,10,14,5,8,63,39,72,77,70,25,81,82,85,86,74,21,63,28,74,43,87,71
Radja,Nainggolan,81,87,81,84,83,73,73,80,75,68,11,11,14,8,11,59,86,76,80,83,78,63,83,85,83,83,87,78,85,94,78,76,75
